Date,Open,High,Low,Close,Volume
1593950400000,9034.54,9068.0,8997.93,9029.87,7326.613639
1593972000000,9029.87,9108.46,8893.03,9069.41,9651.501728
1593993600000,9069.41,9119.12,9055.92,9111.18,7175.82383
1594015200000,9111.18,9240.0,9106.29,9222.96,18441.562643
1594036800000,9223.0,9349.0,9195.71,9310.25,18695.426509
1594058400000,9310.19,9375.0,9255.92,9344.2,10150.319295
1594080000000,9342.47,9379.42,9256.4,9287.55,8960.854178
1594101600000,9287.54,9289.7,9220.04,9270.52,8933.279798
1594123200000,9270.52,9290.28,9236.0,9281.71,8971.514249
1594144800000,9281.74,9284.07,9203.0,9257.39,7721.688453
1594166400000,9257.4,9322.59,9231.0,9270.63,11176.876949
1594188000000,9270.65,9310.0,9238.0,9309.83,10741.214708
1594209600000,9309.83,9470.0,9284.0,9422.0,22578.288657
1594231200000,9421.99,9468.0,9396.33,9436.06,11644.137467
1594252800000,9436.06,9440.79,9360.0,9381.58,9793.054975
1594274400000,9381.46,9419.61,9326.0,9401.71,10134.434256
1594296000000,9401.7,9432.92,9160.0,9208.99,20853.984917
1594317600000,9208.99,9253.9,9188.0,9232.43,7262.976497
1594339200000,9232.42,9237.55,9125.0,9148.6,9878.199256
1594360800000,9148.6,9205.26,9128.06,9161.49,11338.796262
1594382400000,9161.49,9252.41,9160.59,9221.8,9856.567782
1594404000000,9221.81,9317.48,9209.37,9288.34,7221.930706
1594425600000,9288.34,9299.28,9253.13,9260.41,5761.551492
1594447200000,9260.4,9279.56,9178.25,9200.37,7343.752879
1594468800000,9200.37,9253.79,9195.0,9219.5,5501.024176
1594490400000,9219.51,9253.0,9201.55,9234.03,3955.037453
1594512000000,9234.02,9294.0,9230.61,9270.51,6002.401209
1594533600000,9270.51,9273.2,9241.51,9245.28,5073.655463
1594555200000,9245.28,9345.0,9182.0,9216.83,11424.718101
1594576800000,9216.85,9327.0,9157.5,9302.75,8371.927513
1594598400000,9303.31,9321.34,9264.6,9284.97,7883.651661
1594620000000,9284.98,9318.0,9244.55,9309.04,11204.15575
1594641600000,9309.03,9343.82,9278.0,9316.3,11633.207425
1594663200000,9316.3,9316.3,9200.89,9242.62,12019.054279
1594684800000,9242.61,9246.72,9151.0,9188.15,10237.202811
1594706400000,9188.18,9238.59,9113.0,9232.95,13873.542552
1594728000000,9232.81,9275.0,9182.02,9248.23,14064.724734
1594749600000,9248.25,9279.54,9235.79,9255.85,7597.082412
1594771200000,9255.85,9276.49,9222.57,9244.4,5611.444489
1594792800000,9244.41,9249.98,9188.0,9219.27,11937.570567
1594814400000,9219.22,9248.0,9186.57,9206.84,12174.713578
1594836000000,9206.84,9237.27,9160.57,9197.6,9329.851031
1594857600000,9197.6,9226.15,9177.77,9199.02,6330.431065
1594879200000,9199.02,9208.0,9047.25,9081.61,19247.626804
1594900800000,9081.62,9143.65,9069.31,9125.21,10820.336726
1594922400000,9125.21,9153.0,9091.1,9133.72,6977.176596
1594944000000,9133.72,9142.06,9089.81,9102.39,6105.637596
1594965600000,9102.39,9142.07,9095.23,9138.92,8050.16863
1594987200000,9138.92,9186.83,9128.0,9149.87,9131.934863
1595008800000,9149.87,9180.0,9144.05,9154.32,4766.617652
1595030400000,9154.31,9168.88,9121.1,9135.63,5591.624742
1595052000000,9135.63,9219.3,9123.92,9159.9,6541.116342
1595073600000,9159.91,9175.0,9153.42,9169.63,5091.041819
1595095200000,9169.63,9200.0,9147.92,9170.28,5330.758554
1595116800000,9170.3,9180.79,9140.38,9143.79,4371.624833
1595138400000,9143.79,9158.11,9101.35,9124.41,6328.838993
1595160000000,9124.41,9171.11,9110.0,9150.94,6325.16448
1595181600000,9150.96,9232.27,9144.78,9208.99,9026.391111
1595203200000,9208.99,9221.52,9173.6,9193.86,6122.542803
1595224800000,9193.83,9193.84,9131.0,9147.75,10101.441989
1595246400000,9147.72,9203.6,9140.82,9192.06,10007.561416
1595268000000,9192.06,9198.3,9141.19,9160.78,9227.217874
1595289600000,9160.78,9207.0,9152.8,9189.53,6728.664383
1595311200000,9189.18,9353.0,9176.71,9344.63,22752.713508
1595332800000,9344.64,9437.73,9318.35,9365.26,22614.4655
1595354400000,9365.26,9391.83,9342.62,9390.0,8317.739095
1595376000000,9390.0,9392.82,9327.81,9342.65,8298.760361
1595397600000,9342.96,9360.81,9261.0,9344.68,11481.767731
1595419200000,9344.69,9372.0,9311.11,9364.31,11494.990081
1595440800000,9364.3,9544.0,9354.31,9518.16,17539.485934
1595462400000,9518.16,9533.7,9461.0,9489.68,10618.124347
1595484000000,9489.63,9527.0,9479.73,9507.01,10440.888373
1595505600000,9507.01,9664.0,9440.33,9609.14,22780.003075
1595527200000,9609.14,9617.28,9564.0,9603.27,8017.217705
1595548800000,9603.27,9606.83,9508.83,9547.77,7918.301259
1595570400000,9547.77,9560.0,9463.44,9532.09,12605.000413
1595592000000,9532.09,9583.36,9497.44,9557.44,12434.932996
1595613600000,9557.66,9637.0,9513.0,9537.8,10972.901537
1595635200000,9538.1,9624.13,9513.0,9587.29,9036.536402
1595656800000,9587.25,9620.0,9559.84,9574.29,7681.849905
1595678400000,9574.29,9708.81,9552.29,9688.49,12997.284447
1595700000000,9688.49,9732.9,9636.09,9700.42,10963.874662
1595721600000,9700.42,9704.08,9650.0,9678.1,7085.839794
1595743200000,9678.06,10111.0,9672.59,9970.87,32250.749172
1595764800000,9970.86,9990.0,9810.5,9909.23,16935.321611
1595786400000,9909.22,9940.0,9840.9,9931.54,9007.358742
1595808000000,9931.54,10319.89,9917.21,10287.99,31610.726793
1595829600000,10287.99,10328.0,10120.0,10255.92,24165.632782
1595851200000,10255.93,10950.0,10223.2,10872.57,54005.329786
1595872800000,10872.56,11394.86,10680.0,11029.96,40407.243783
1595894400000,11029.96,11242.23,10828.0,10883.65,22250.993524
1595916000000,10883.89,11023.0,10565.0,10983.9,33095.767228
1595937600000,10983.89,11180.0,10852.46,10936.64,29693.009914
1595959200000,10936.64,11050.0,10840.0,10906.27,12227.963521
1595980800000,10906.27,11004.8,10812.0,10952.09,12380.834616
1596002400000,10952.08,11149.66,10916.0,11101.0,21408.320531
1596024000000,11101.0,11296.74,10970.2,11168.83,25307.55777
1596045600000,11168.83,11342.82,11042.82,11100.53,17741.381316
1596067200000,11100.52,11121.5,10937.0,10989.8,13409.843461
1596088800000,10989.81,11025.0,10887.28,10926.03,15566.37478
1596110400000,10925.82,11048.0,10831.0,11041.47,17054.20784
