Date,Open,High,Low,Close,Volume
1586714400000,7092.98,7159.86,6885.0,6903.79,22303.726955
1586736000000,6903.79,6903.79,6575.0,6693.07,31855.759134
1586757600000,6693.06,6833.0,6655.33,6771.01,20034.362535
1586779200000,6771.01,6809.97,6603.0,6753.78,28271.891833
1586800800000,6753.75,6891.1,6746.28,6837.91,16253.463071
1586822400000,6838.04,6921.35,6802.1,6882.53,14591.619508
1586844000000,6882.53,6892.03,6754.28,6827.82,17366.013348
1586865600000,6827.78,6978.0,6797.41,6920.0,25212.330038
1586887200000,6920.0,6940.5,6825.15,6868.7,11898.660391
1586908800000,6868.57,6933.0,6810.06,6906.09,9792.565329
1586930400000,6906.39,6917.72,6750.0,6783.0,16868.616834
1586952000000,6782.86,6783.47,6680.1,6746.86,22325.033139
1586973600000,6747.43,6773.89,6605.0,6621.24,12585.169692
1586995200000,6621.25,6678.68,6468.27,6631.85,21914.017093
1587016800000,6632.1,7147.28,6631.41,7023.99,53800.006245
1587038400000,7023.98,7093.0,6930.0,7003.11,25611.134639
1587060000000,7003.25,7190.0,6970.03,7101.94,23684.699562
1587081600000,7101.99,7138.26,7015.0,7066.98,13533.628499
1587103200000,7067.52,7126.33,7020.0,7074.61,14128.994647
1587124800000,7075.23,7100.0,6972.98,7042.5,15147.322649
1587146400000,7042.5,7148.12,7015.0,7027.55,11316.563968
1587168000000,7026.78,7120.0,7014.4,7100.71,7545.907632
1587189600000,7100.7,7120.93,7054.11,7104.52,6232.401127
1587211200000,7104.52,7268.9,7078.74,7189.69,25647.358724
1587232800000,7190.68,7293.08,7175.0,7248.6,10062.875336
1587254400000,7248.6,7266.15,7100.0,7121.36,11430.187948
1587276000000,7122.79,7186.0,7101.25,7163.19,9615.368332
1587297600000,7162.66,7170.0,7055.6,7157.14,15210.866345
1587319200000,7157.15,7210.0,7104.28,7120.74,9408.441305
1587340800000,7121.4,7220.0,7082.0,7173.29,10906.676314
1587362400000,7173.22,7198.0,6955.37,6966.55,19228.326109
1587384000000,6965.42,7094.26,6837.03,6872.59,30609.183996
1587405600000,6872.58,6987.18,6751.0,6826.83,29405.304951
1587427200000,6828.98,6917.0,6811.05,6887.79,11250.928206
1587448800000,6887.79,6902.0,6762.0,6793.29,16384.34485
1587470400000,6792.79,6940.0,6782.0,6898.35,22394.972258
1587492000000,6898.35,6915.4,6830.0,6841.37,10079.465494
1587513600000,6841.36,6914.29,6818.0,6900.56,8291.788793
1587535200000,6900.56,6974.57,6881.11,6955.8,14987.511155
1587556800000,6955.81,7156.38,6928.43,7084.05,28282.246036
1587578400000,7084.7,7131.67,7079.41,7125.14,9924.83135
1587600000000,7125.12,7183.0,7089.98,7101.0,12116.921633
1587621600000,7101.0,7144.0,7020.0,7133.39,16445.42275
1587643200000,7133.89,7738.0,7108.23,7551.14,57757.013478
1587664800000,7551.45,7616.16,7420.0,7482.39,16454.2117
1587686400000,7483.96,7550.0,7457.95,7495.59,11572.914776
1587708000000,7495.48,7615.96,7480.0,7494.03,20341.810351
1587729600000,7494.03,7529.0,7388.0,7505.68,20180.195493
1587751200000,7505.72,7550.0,7467.09,7505.0,8087.199319
1587772800000,7505.0,7565.0,7431.07,7563.45,5740.055519
1587794400000,7564.74,7601.5,7512.0,7532.97,14627.830823
1587816000000,7532.35,7705.0,7476.54,7539.57,17646.068139
1587837600000,7539.67,7560.0,7500.0,7538.67,5860.473245
1587859200000,7539.03,7583.0,7522.17,7531.36,6491.2718
1587880800000,7531.34,7678.0,7525.0,7660.4,12175.410687
1587902400000,7660.39,7700.0,7480.0,7581.21,20282.460314
1587924000000,7581.56,7695.0,7568.02,7693.1,11573.473408
1587945600000,7693.1,7792.02,7643.75,7698.0,20826.101915
1587967200000,7697.99,7738.0,7630.0,7717.89,15695.636531
1587988800000,7717.89,7725.0,7606.0,7660.01,17591.120437
1588010400000,7659.63,7779.0,7657.95,7774.62,11328.480693
1588032000000,7773.51,7780.0,7659.12,7696.77,12551.660006
1588053600000,7696.77,7753.0,7676.25,7728.62,11416.951011
1588075200000,7728.62,7764.1,7665.21,7726.26,14115.65307
1588096800000,7726.26,7770.0,7703.91,7738.98,8218.488551
1588118400000,7738.58,7874.75,7710.05,7863.0,18576.071728
1588140000000,7863.01,8174.85,7842.77,8126.98,38882.033225
1588161600000,8126.97,8952.89,8119.6,8707.49,85976.458372
1588183200000,8707.71,8932.0,8569.32,8778.57,40112.324189
1588204800000,8778.58,9400.0,8707.11,9363.13,49366.005335
1588226400000,9363.45,9460.0,8542.57,8839.63,78768.732528
1588248000000,8837.98,8915.0,8401.0,8552.22,44881.142461
1588269600000,8550.17,8882.78,8544.31,8620.0,33261.3338
1588291200000,8620.0,8835.7,8613.56,8815.42,15258.918315
1588312800000,8815.27,9059.18,8703.03,8995.66,24942.282788
1588334400000,8995.73,9022.0,8655.31,8762.74,36536.278135
1588356000000,8763.42,8893.43,8663.28,8826.96,14731.335821
1588377600000,8825.67,8856.76,8753.0,8816.42,9719.564892
1588399200000,8816.83,8887.0,8768.0,8834.0,13312.146498
1588420800000,8834.84,9010.0,8834.84,8971.98,20849.201053
1588442400000,8971.98,8985.0,8811.0,8972.05,15121.175107
1588464000000,8972.58,9200.0,8937.0,9096.21,24196.721958
1588485600000,9096.02,9140.0,8911.35,9045.5,20099.798309
1588507200000,9045.62,9094.0,8712.0,8818.29,32513.209767
1588528800000,8818.29,8955.0,8790.0,8894.16,13316.335609
1588550400000,8894.15,8936.1,8522.0,8606.11,27953.794974
1588572000000,8606.11,8716.8,8569.82,8672.36,17766.174423
1588593600000,8672.57,8887.0,8646.52,8799.54,23416.632058
1588615200000,8799.54,8950.0,8790.0,8871.96,15281.910876
1588636800000,8871.92,9118.58,8815.0,9006.45,21666.001747
1588658400000,9007.26,9085.0,8760.0,8844.73,24770.752803
1588680000000,8845.64,8950.0,8806.12,8869.44,16580.029502
1588701600000,8869.79,9044.0,8851.57,9021.83,13463.98129
1588723200000,9021.36,9069.0,8906.21,9007.92,14036.240166
1588744800000,9007.82,9349.0,8992.32,9313.0,39035.388247
1588766400000,9313.96,9380.0,9125.0,9265.77,31197.773545
1588788000000,9265.67,9395.0,9079.0,9142.92,21655.900462
1588809600000,9143.4,9374.93,9021.0,9269.0,23282.212775
1588831200000,9268.47,9340.0,9235.62,9280.01,13692.917357
1588852800000,9280.05,9887.0,9262.0,9832.08,66500.838916
1588874400000,9832.08,10067.0,9721.01,9986.4,43678.64233
1588896000000,9986.3,10035.96,9805.0,9866.14,25706.606578
1588917600000,9864.66,9964.99,9705.0,9899.75,26670.051215
1588939200000,9899.35,10006.98,9780.0,9962.92,27594.438169
1588960800000,9963.62,10000.52,9780.0,9800.01,20712.700438
1588982400000,9800.02,9914.25,9728.46,9830.02,17047.268733
1589004000000,9830.07,9835.77,9520.0,9638.85,31438.527923
1589025600000,9638.85,9795.0,9600.6,9774.95,16166.230091
1589047200000,9774.98,9786.35,9525.0,9539.4,17298.65282
1589068800000,9539.1,9574.83,8117.0,8621.06,86758.331635
1589090400000,8621.15,8900.0,8554.67,8737.35,30923.96134
1589112000000,8736.57,8817.0,8255.0,8527.85,37601.417547
1589133600000,8527.85,8837.28,8421.17,8722.77,28581.471506
1589155200000,8722.77,8805.14,8613.01,8689.26,15716.067748
1589176800000,8689.26,8990.0,8478.0,8927.43,34307.374263
1589198400000,8926.17,9168.0,8325.0,8506.76,69240.540075
1589220000000,8503.55,8807.0,8200.0,8561.52,49543.269746
1589241600000,8562.04,8785.0,8528.78,8730.75,16601.890952
1589263200000,8730.75,8828.72,8614.98,8800.92,20418.520798
1589284800000,8800.91,8978.26,8659.0,8879.0,32695.156694
1589306400000,8879.0,8925.98,8730.06,8810.79,16807.211622
1589328000000,8810.99,8972.46,8792.99,8883.29,15619.594826
1589349600000,8883.29,9048.62,8826.72,9035.98,17848.090155
1589371200000,9036.38,9188.0,8982.75,9085.27,30808.310377
1589392800000,9085.28,9398.0,9069.29,9309.37,28190.27866
1589414400000,9309.35,9447.0,9256.76,9437.77,16900.596545
1589436000000,9438.76,9939.0,9403.35,9686.71,58246.465332
1589457600000,9686.71,9783.01,9541.01,9621.81,29370.80481
1589479200000,9621.93,9874.3,9586.0,9791.98,25047.510783
1589500800000,9791.97,9845.62,9256.12,9505.34,34509.724402
1589522400000,9505.34,9729.81,9480.0,9592.38,24500.805139
1589544000000,9593.53,9616.65,9413.93,9478.08,24245.096312
1589565600000,9478.01,9534.78,9150.0,9316.42,32635.135663
1589587200000,9315.96,9588.0,9220.0,9459.32,17991.505557
1589608800000,9459.32,9510.0,9315.0,9414.53,12879.798952
1589630400000,9414.54,9534.85,9291.0,9322.26,17949.466421
1589652000000,9321.8,9442.98,9262.0,9381.27,10766.856932
1589673600000,9380.81,9579.16,9322.1,9495.0,13690.514908
1589695200000,9495.0,9567.85,9436.0,9522.08,9452.221324
1589716800000,9522.5,9888.0,9521.45,9759.99,31811.117393
1589738400000,9760.0,9798.49,9595.2,9680.04,13693.910698
1589760000000,9681.11,9950.0,9680.13,9861.07,24587.715148
1589781600000,9861.32,9884.54,9464.23,9634.89,27900.054888
1589803200000,9634.89,9735.0,9550.01,9625.07,18527.029132
1589824800000,9625.07,9755.0,9613.0,9733.93,10991.804415
1589846400000,9733.93,9742.95,9474.0,9603.09,18303.339965
1589868000000,9603.09,9897.21,9550.0,9751.98,27703.827883
1589889600000,9752.24,9762.0,9561.0,9658.97,21960.223447
1589911200000,9659.5,9794.0,9620.49,9775.53,10572.369159
1589932800000,9775.13,9800.0,9696.56,9754.36,9390.021465
1589954400000,9754.36,9842.0,9651.0,9731.21,17186.316256
1589976000000,9731.22,9799.0,9326.0,9539.47,36327.01634
1589997600000,9539.23,9598.0,9435.87,9511.43,12020.384029
1590019200000,9511.43,9578.47,9400.0,9503.1,11307.474671
1590040800000,9503.09,9532.39,9228.0,9389.97,25223.70161
1590062400000,9389.97,9395.43,8949.74,9006.99,43419.358169
1590084000000,9006.99,9164.99,8815.0,9068.65,28978.246519
1590105600000,9067.51,9133.62,8933.52,9047.99,15366.582519
1590127200000,9047.99,9206.92,9033.0,9166.0,17377.552003
1590148800000,9166.0,9271.0,9079.78,9192.92,17397.589344
1590170400000,9192.57,9224.0,9130.6,9170.0,8801.407158
1590192000000,9170.0,9307.85,9169.99,9263.34,11109.180822
1590213600000,9263.33,9268.11,9096.07,9172.25,13848.797128
1590235200000,9172.26,9220.0,9070.0,9180.05,10476.98654
1590256800000,9179.72,9247.63,9125.0,9179.15,8091.332476
1590278400000,9179.01,9231.0,9120.77,9205.0,6892.195709
1590300000000,9204.99,9298.0,9100.0,9119.0,14534.49369
1590321600000,9119.0,9179.31,8853.21,8947.84,28242.182907
1590343200000,8947.84,9080.99,8700.0,8720.34,20710.994144
1590364800000,8718.14,8822.9,8642.72,8782.93,15830.842456
1590386400000,8782.93,8881.24,8668.29,8752.41,18224.427764
1590408000000,8753.2,8918.0,8728.41,8893.5,17301.862039
1590429600000,8893.56,8979.66,8860.0,8900.35,11476.77869
1590451200000,8900.35,8940.0,8822.74,8937.43,10650.871926
1590472800000,8937.42,9017.67,8832.38,8869.15,18316.681716
1590494400000,8869.32,8914.56,8700.0,8811.03,19299.140067
1590516000000,8810.67,8880.0,8760.2,8841.18,10033.076429
1590537600000,8841.0,8897.8,8811.73,8878.0,9034.468612
1590559200000,8878.0,9170.0,8829.4,9150.74,24478.344976
1590580800000,9148.87,9225.0,9120.0,9189.65,23614.133189
1590602400000,9189.65,9205.42,9052.32,9204.07,11783.408737
1590624000000,9204.07,9280.78,9120.01,9167.75,12392.436967
1590645600000,9167.75,9280.0,9110.0,9266.89,12582.271904
1590667200000,9267.22,9537.8,9251.65,9466.11,31599.204945
1590688800000,9466.11,9625.47,9391.38,9575.89,17536.873846
1590710400000,9575.87,9605.26,9461.07,9520.0,14744.412964
1590732000000,9520.0,9593.69,9335.0,9403.87,21356.964216
1590753600000,9403.98,9478.0,9330.0,9427.05,13266.487238
1590775200000,9427.15,9452.36,9372.0,9427.07,8006.498543
1590796800000,9426.6,9566.66,9331.23,9558.9,12671.049561
1590818400000,9558.9,9600.0,9459.93,9554.17,13728.780628
1590840000000,9554.51,9570.0,9495.0,9523.82,11076.27282
1590861600000,9523.11,9740.0,9400.0,9697.72,18189.169531
1590883200000,9697.72,9700.0,9516.38,9570.94,12681.704396
1590904800000,9570.94,9605.69,9500.0,9588.96,9967.64427
1590926400000,9588.95,9638.0,9436.96,9503.97,14909.838045
1590948000000,9503.94,9536.69,9381.41,9448.27,10774.599692
1590969600000,9448.27,9619.0,9421.67,9536.88,11611.46495
1590991200000,9536.33,9584.37,9511.0,9513.22,9380.922747
1591012800000,9512.8,9610.0,9491.45,9575.29,12413.503
1591034400000,9575.29,10380.0,9555.24,10200.77,43243.236263
1591056000000,10202.71,10228.99,10041.59,10085.55,28974.368804
1591077600000,10086.43,10156.78,10080.0,10115.56,16557.137863
1591099200000,10116.68,10190.0,9266.0,9530.71,51242.488641
1591120800000,9530.55,9552.91,9400.0,9518.04,12196.777843
1591142400000,9518.02,9540.0,9365.21,9515.0,10472.630437
1591164000000,9514.99,9622.01,9485.98,9618.57,12396.67183
1591185600000,9617.92,9646.43,9486.05,9560.01,13304.288643
1591207200000,9560.02,9690.0,9529.0,9666.24,10079.054029
1591228800000,9666.32,9687.93,9600.01,9642.56,8707.68865
1591250400000,9642.55,9669.49,9450.0,9622.08,15954.60219
1591272000000,9622.18,9856.56,9605.0,9818.95,20553.277791
1591293600000,9818.95,9881.63,9725.0,9789.06,12240.532338
1591315200000,9788.14,9846.16,9750.0,9790.41,7963.41999
1591336800000,9790.0,9854.75,9581.0,9696.6,19343.90953
1591358400000,9697.79,9755.82,9624.24,9724.58,12698.999131
1591380000000,9724.57,9753.12,9619.47,9621.16,7781.721399
1591401600000,9621.17,9644.34,9531.05,9619.02,9756.178795
1591423200000,9619.43,9699.0,9580.0,9693.85,8013.524771
1591444800000,9693.85,9735.0,9583.93,9614.66,8601.049049
1591466400000,9614.95,9729.74,9606.0,9666.3,6382.198278
1591488000000,9666.85,9717.0,9624.0,9671.33,5143.558181
1591509600000,9671.33,9682.0,9555.0,9575.59,10012.842435
1591531200000,9576.57,9602.9,9372.46,9498.02,20392.729573
1591552800000,9498.08,9802.0,9490.49,9746.99,22403.718196
1591574400000,9746.99,9779.99,9698.06,9751.48,8982.534266
1591596000000,9751.48,9800.0,9633.0,9742.69,12979.872825
1591617600000,9742.68,9751.78,9651.0,9720.81,10756.716393
1591639200000,9721.56,9800.0,9676.58,9782.01,7945.540641
1591660800000,9782.0,9877.0,9570.0,9696.82,15633.174133
1591682400000,9696.82,9728.0,9624.53,9721.24,8662.150199
1591704000000,9721.23,9748.95,9672.0,9703.39,10349.500087
1591725600000,9703.39,9829.0,9681.94,9772.43,11379.17687
1591747200000,9772.44,9810.0,9731.82,9771.51,7882.14569
1591768800000,9771.52,9790.0,9706.04,9729.6,7807.277239
1591790400000,9728.41,9779.0,9720.0,9773.58,7628.034186
1591812000000,9773.93,9992.72,9704.18,9885.0,23813.305867
1591833600000,9885.22,9964.0,9860.0,9887.16,11639.866255
1591855200000,9887.15,9889.89,9755.52,9788.57,15032.047162
1591876800000,9787.58,9796.29,9113.0,9382.57,50441.271042
1591898400000,9381.33,9391.93,9230.0,9280.4,17305.800271
1591920000000,9278.88,9396.0,9232.51,9383.6,11697.864132
1591941600000,9383.59,9516.95,9365.93,9495.6,14207.758759
1591963200000,9495.6,9557.12,9301.0,9335.07,16838.158328
1591984800000,9335.22,9488.15,9324.23,9465.13,7375.285713
1592006400000,9464.96,9477.18,9362.08,9413.63,6390.698551
1592028000000,9413.63,9470.0,9380.0,9405.1,7287.813091
1592049600000,9405.13,9468.0,9390.05,9430.35,6940.20407
1592071200000,9430.36,9494.73,9351.0,9473.34,7141.069139
1592092800000,9473.34,9480.99,9414.13,9433.01,3853.343929
1592114400000,9433.02,9443.46,9380.0,9426.34,5803.826941
1592136000000,9426.61,9438.71,9311.02,9396.88,10717.806228
1592157600000,9396.27,9409.88,9245.0,9342.1,9680.52951
1592179200000,9342.1,9370.81,9000.0,9040.91,22824.077133
1592200800000,9040.91,9165.0,8910.45,9117.69,23825.538881
1592222400000,9117.69,9399.0,9043.19,9334.23,22733.777058
1592244000000,9333.97,9495.0,9333.02,9426.02,16724.531635
1592265600000,9426.05,9582.05,9373.09,9539.8,14551.926991
1592287200000,9540.22,9554.08,9455.0,9509.94,12386.721817
1592308800000,9509.17,9589.0,9400.0,9470.98,18191.89475
1592330400000,9470.98,9537.5,9452.38,9525.59,6921.903369
1592352000000,9526.97,9535.43,9420.0,9446.81,8181.851089
1592373600000,9446.8,9534.0,9435.0,9478.61,8466.145792
1592395200000,9478.61,9565.0,9358.0,9402.27,17637.037951
1592416800000,9402.26,9473.33,9236.61,9465.14,13761.37632
1592438400000,9465.13,9471.39,9401.41,9425.98,5787.430736
1592460000000,9426.52,9489.0,9380.0,9432.67,9124.221446
1592481600000,9432.67,9445.0,9376.05,9405.0,10963.112006
1592503200000,9405.0,9417.26,9280.0,9386.32,11507.189577
1592524800000,9386.32,9388.71,9215.79,9326.85,12806.747225
1592546400000,9325.56,9438.3,9258.18,9385.84,12417.28783
1592568000000,9385.84,9423.0,9288.26,9313.19,11108.940396
1592589600000,9313.11,9354.4,9260.0,9310.23,8998.008222
1592611200000,9310.23,9350.0,9286.97,9313.03,5333.354372
1592632800000,9313.11,9380.0,9170.95,9325.87,11164.402809
1592654400000,9325.87,9335.07,9232.33,9272.39,6915.236053
1592676000000,9272.01,9395.0,9272.0,9358.95,6916.07215
1592697600000,9358.95,9400.0,9344.13,9388.02,5357.230515
1592719200000,9388.01,9422.0,9331.0,9358.5,6529.737571
1592740800000,9358.5,9393.0,9321.71,9347.0,5913.613153
1592762400000,9346.99,9356.32,9281.54,9294.69,6516.344995
1592784000000,9294.69,9450.0,9277.09,9414.71,10455.240019
1592805600000,9414.67,9473.03,9399.8,9459.4,10233.784122
1592827200000,9459.84,9629.34,9442.51,9587.21,20730.61119
1592848800000,9587.2,9780.0,9541.05,9685.69,16475.833012
1592870400000,9685.69,9720.0,9604.04,9625.68,10741.985395
1592892000000,9625.77,9667.86,9577.03,9633.16,11126.076437
1592913600000,9634.09,9695.0,9613.56,9664.18,11768.871538
1592935200000,9664.53,9680.0,9590.0,9624.89,7394.09601
1592956800000,9624.33,9670.0,9612.88,9648.21,6663.411428
1592978400000,9648.21,9670.0,9313.0,9331.32,22451.906346
1593000000000,9331.32,9430.0,9208.0,9306.53,22933.042088
1593021600000,9306.54,9343.02,9233.35,9296.49,9523.201602
1593043200000,9298.33,9306.82,9009.69,9179.35,22026.713961
1593064800000,9179.35,9332.94,9141.77,9255.49,12528.808093
1593086400000,9255.79,9296.69,9160.03,9283.2,12079.478424
1593108000000,9283.2,9340.0,9215.0,9249.49,9196.618678
1593129600000,9249.49,9298.0,9182.5,9221.76,8431.608048
1593151200000,9221.76,9256.75,9091.55,9189.38,17230.202665
1593172800000,9189.38,9232.5,9045.45,9153.83,17053.151558
1593194400000,9153.84,9218.0,9130.69,9162.21,7577.336006
1593216000000,9162.21,9187.15,9105.0,9169.96,6090.942794
1593237600000,9169.96,9196.24,9120.0,9159.97,7087.524024
1593259200000,9159.97,9178.16,9055.0,9080.29,11314.643049
1593280800000,9080.3,9108.0,8833.0,9012.0,21797.820246
1593302400000,9012.0,9015.0,8948.06,8961.59,3333.38931
1593324000000,8961.59,9083.57,8961.28,9052.81,8826.687822
1593345600000,9052.8,9191.0,9020.44,9155.85,11665.624385
1593367200000,9155.85,9170.0,9075.94,9116.35,6862.474904
1593388800000,9116.16,9148.61,9083.52,9114.0,6544.82295
1593410400000,9113.97,9142.0,9061.26,9097.38,11585.206524
1593432000000,9097.37,9164.69,9024.67,9160.14,13570.277643
1593453600000,9160.14,9238.0,9130.73,9192.56,10419.986144
1593475200000,9192.93,9205.0,9116.92,9128.0,6751.116938
1593496800000,9128.0,9174.0,9111.94,9148.9,7655.802253
1593518400000,9148.89,9189.0,9064.89,9147.48,11591.738728
1593540000000,9147.48,9172.44,9095.12,9138.55,5464.504882
1593561600000,9138.08,9162.85,9080.1,9142.62,6146.162116
1593583200000,9142.61,9200.0,9125.31,9158.98,9353.822835
1593604800000,9159.06,9292.0,9135.07,9279.01,15958.911625
1593626400000,9279.0,9283.16,9210.16,9232.0,7029.632123
1593648000000,9231.99,9261.96,9202.79,9209.68,5825.719602
1593669600000,9209.68,9220.0,9166.6,9197.01,10003.128022
1593691200000,9196.79,9257.72,8940.0,9066.34,20899.02371
1593712800000,9066.34,9150.0,9027.0,9086.54,8997.296742
1593734400000,9086.54,9123.07,9064.67,9109.56,5459.677256
1593756000000,9109.53,9125.0,9038.7,9097.0,9628.983736
1593777600000,9097.0,9122.0,9075.0,9088.23,8044.330525
1593799200000,9088.22,9104.0,9037.47,9058.26,5810.42866
1593820800000,9057.79,9099.0,9045.34,9091.59,4802.517511
1593842400000,9091.64,9092.77,9051.43,9057.69,5807.028882
1593864000000,9058.42,9190.0,9040.04,9169.75,9269.635341
1593885600000,9169.75,9190.0,9106.17,9135.46,6562.78675
1593907200000,9135.0,9145.24,9065.54,9076.71,6647.222883
1593928800000,9076.72,9085.31,8980.0,9034.48,10448.315377
